4 5.0000000000e+03 5.0000000000e+03 1 12 11 0 -1 10 1 -1
4 1.5000000000e+04 5.0000000000e+03 2 13 12 1 0 11 2 -1
4 2.5000000000e+04 5.0000000000e+03 3 14 13 2 1 12 3 -1
4 3.5000000000e+04 5.0000000000e+03 4 15 14 3 2 13 4 -1
4 4.5000000000e+04 5.0000000000e+03 5 16 15 4 3 14 5 -1
4 5.5000000000e+04 5.0000000000e+03 6 17 16 5 4 15 6 -1
4 6.5000000000e+04 5.0000000000e+03 7 18 17 6 5 16 7 -1
4 7.5000000000e+04 5.0000000000e+03 8 19 18 7 6 17 8 -1
4 8.5000000000e+04 5.0000000000e+03 9 20 19 8 7 18 9 -1
4 9.5000000000e+04 5.0000000000e+03 10 21 20 9 8 19 -1 -1
4 5.0000000000e+03 1.5000000000e+04 12 23 22 11 -1 20 11 0
4 1.5000000000e+04 1.5000000000e+04 13 24 23 12 10 21 12 1
4 2.5000000000e+04 1.5000000000e+04 14 25 24 13 11 22 13 2
4 3.5000000000e+04 1.5000000000e+04 15 26 25 14 12 23 14 3
4 4.5000000000e+04 1.5000000000e+04 16 27 26 15 13 24 15 4
4 5.5000000000e+04 1.5000000000e+04 17 28 27 16 14 25 16 5
4 6.5000000000e+04 1.5000000000e+04 18 29 28 17 15 26 17 6
4 7.5000000000e+04 1.5000000000e+04 19 30 29 18 16 27 18 7
4 8.5000000000e+04 1.5000000000e+04 20 31 30 19 17 28 19 8
4 9.5000000000e+04 1.5000000000e+04 21 32 31 20 18 29 -1 9
4 5.0000000000e+03 2.5000000000e+04 23 34 33 22 -1 -1 21 10
4 1.5000000000e+04 2.5000000000e+04 24 35 34 23 20 -1 22 11
4 2.5000000000e+04 2.5000000000e+04 25 36 35 24 21 -1 23 12
4 3.5000000000e+04 2.5000000000e+04 26 37 36 25 22 -1 24 13
4 4.5000000000e+04 2.5000000000e+04 27 38 37 26 23 -1 25 14
4 5.5000000000e+04 2.5000000000e+04 28 39 38 27 24 -1 26 15
4 6.5000000000e+04 2.5000000000e+04 29 40 39 28 25 -1 27 16
4 7.5000000000e+04 2.5000000000e+04 30 41 40 29 26 -1 28 17
4 8.5000000000e+04 2.5000000000e+04 31 42 41 30 27 -1 29 18
4 9.5000000000e+04 2.5000000000e+04 32 43 42 31 28 -1 -1 19
