4 1.3250000000e+04 1.0750000000e+04 3572 3571 3690 3691 6792 6812 1 5874
4 1.3250000000e+04 1.1250000000e+04 3573 3572 3691 3692 0 6798 6797 6338
4 1.0750000000e+04 1.1250000000e+04 2978 2977 3096 3097 5386 5610 5372 4
4 1.0250000000e+04 1.1750000000e+04 2860 2859 2978 2979 4 5372 4692 5130
4 1.0250000000e+04 1.1250000000e+04 2859 2858 2977 2978 5148 2 3 4666
4 9.2500000000e+03 9.2500000000e+03 2735 2736 2617 2616 4668 4196 4882 4905
4 1.5250000000e+04 3.7500000000e+03 4034 4033 4152 4153 7492 6560 7498 5162
4 5.7500000000e+03 1.2250000000e+04 1790 1789 1908 1909 3010 2792 2996 2774
4 5.7500000000e+03 1.1250000000e+04 1788 1787 1906 1907 2549 3231 3010 2522
4 6.2500000000e+03 8.2500000000e+03 1901 1900 2019 2020 3453 2764 3454 3214
4 5.2500000000e+03 9.2500000000e+03 1665 1664 1783 1784 1842 2294 2982 2743
4 1.3750000000e+04 2.2500000000e+03 3792 3793 3674 3673 6300 4684 7004 399
4 1.2500150155e+03 6.2487755040e+03 825 826 707 706 63 65 16 170
4 2.4995596973e+02 9.7475649216e+03 594 595 179 180 69 -1 182 841
4 2.4996484204e+02 3.5248527022e+04 128 129 645 646 701 941 704 -1
4 2.4995798421e+02 8.7474575687e+03 592 593 181 182 182 -1 68 837
4 1.2499625682e+03 5.7486959793e+03 824 825 706 705 12 64 606 72
4 1.2499610986e+03 8.2487467798e+03 711 710 829 830 1073 70 1075 835
4 1.0250000000e+04 5.2500000000e+03 2965 2966 2847 2846 4664 4653 24 4662
4 1.7499744660e+03 3.7492353690e+03 821 820 939 940 1066 600 1072 51
4 2.4994658382e+02 5.2473782635e+03 585 586 188 189 39 -1 21 602
4 2.4994998229e+02 4.7473347362e+03 584 585 189 190 20 -1 37 50
4 3.2500000000e+03 7.5000000000e+02 1172 1171 1290 1291 823 598 2004 825
4 3.7501875000e+03 2.4998750875e+02 1409 1290 199 200 823 -1 1298 598
4 1.0250000000e+04 4.7500000000e+03 2964 2965 2846 2845 18 4417 5118 4892
4 2.5023855965e+02 7.4672311498e+02 197 198 576 577 44 815 30 -1
4 2.5012280747e+02 1.7471146210e+03 195 196 578 579 30 816 28 -1
4 7.5112766452e+02 2.4903475438e+02 18 19 695 576 579 815 44 -1
4 2.5007612988e+02 2.2471357479e+03 194 195 579 580 26 580 581 -1
4 1.7502093239e+03 2.4986571642e+02 933 814 20 242 579 -1 1055 46
4 2.5023065073e+02 1.2468938028e+03 577 578 196 197 26 -1 25 814
4 1.2504666521e+03 7.4911839267e+02 696 695 814 815 579 46 1052 815
4 2.4998906225e+02 3.2471102646e+03 192 193 581 582 581 47 583 -1
4 1.2502544035e+03 1.7486014625e+03 698 697 816 817 1052 1292 819 816
4 5.9250074724e+04 5.2751829897e+04 13929 13930 13811 13810 577 4543 584 2188
4 8.2500000000e+03 1.1750000000e+04 2384 2383 2502 2503 3950 3976 3728 4178
4 5.9250108066e+04 5.4751970683e+04 13815 13814 13933 13934 38 1933 830 723
4 2.4994609399e+02 4.2473562177e+03 190 191 583 584 583 49 21 -1
4 5.9250013029e+04 5.4251921238e+04 13932 13933 13814 13813 36 6241 578 1468
4 2.4994146099e+02 5.7474657215e+03 187 188 586 587 20 64 40 -1
4 2.4999880261e+02 6.2474355363e+03 186 187 587 588 39 65 57 -1
4 7.2500000000e+03 5.7500000000e+03 2252 2253 2134 2133 3923 3448 3229 3924
4 8.2500000000e+03 9.7500000000e+03 2380 2379 2498 2499 3484 3972 4194 3954
4 2.9750000000e+04 1.7500000000e+03 7218 7219 7131 7130 12833 13682 10987 13482
4 2.5159133176e+02 2.4860309412e+02 18 576 198 237 25 -1 -1 27
4 7.7500000000e+03 9.2500000000e+03 2260 2259 2378 2379 4168 3484 3954 3932
4 1.7502194292e+03 7.4978054394e+02 815 814 933 934 29 587 1290 31
4 7.5000653894e+02 3.2478211335e+03 582 581 700 701 582 828 48 32
4 7.4987078983e+02 3.7479287550e+03 583 582 701 702 47 51 49 583
4 7.4992392279e+02 4.2478985328e+03 584 583 702 703 48 1060 50 37
4 7.4990572919e+02 4.7480177983e+03 585 584 703 704 49 604 602 21
4 1.2499812695e+03 3.7485362054e+03 702 701 820 821 828 19 1060 48
4 5.9250062970e+04 5.0751797531e+04 13807 13806 13925 13926 53 11958 588 2624
4 5.9250046904e+04 5.0251781519e+04 13806 13805 13924 13925 2243 279 52 3339
4 5.9250061305e+04 4.7751697644e+04 13801 13800 13919 13920 596 4564 594 963
4 5.9249984057e+04 4.9251810794e+04 13922 13923 13804 13803 2243 7679 1293 10890
4 7.4990117399e+02 7.7481374803e+03 591 590 709 710 833 1073 835 60
4 2.4992146627e+02 6.7473617152e+03 588 589 185 186 58 -1 40 67
4 2.4997120205e+02 7.2474141424e+03 589 590 184 185 60 -1 57 833
4 2.4996967346e+02 1.0747541102e+04 177 178 596 597 69 140 74 -1
4 2.5002304678e+02 7.7475002284e+03 183 184 590 591 58 56 68 -1
4 1.7500500301e+03 2.2493020519e+03 936 937 818 817 589 819 1292 1295
4 7.2500000000e+03 1.1750000000e+04 2146 2145 2264 2265 3474 4178 3476 3486
4 1.2499353320e+03 6.7488196216e+03 708 707 826 827 12 183 1071 67
4 7.4998697075e+02 5.7480787625e+03 705 706 587 586 65 39 602 16
4 7.4999074416e+02 6.2481127666e+03 706 707 588 587 67 40 64 12
4 5.9250066523e+04 4.5251580394e+04 13796 13795 13914 13915 73 2654 595 3269
4 7.5000880352e+02 6.7481138432e+03 707 708 589 588 833 57 65 63
4 2.4994294632e+02 8.2474883149e+03 591 592 182 183 15 -1 60 835
4 2.4998823599e+02 1.0247561721e+04 595 596 178 179 59 -1 13 842
4 1.7499790469e+03 8.2493865609e+03 830 829 948 949 1311 623 1313 17
4 2.4996058204e+02 1.4247651874e+04 170 171 603 604 79 641 81 -1
4 1.7500124994e+03 5.7493640778e+03 943 944 825 824 170 16 610 1306
