4 7.0312500000e-01 5.0000000000e+00 1 66 65 0 -1 -1 1 -1
4 2.1093750000e+00 5.0000000000e+00 2 67 66 1 0 -1 2 -1
4 3.5156250000e+00 5.0000000000e+00 3 68 67 2 1 -1 3 -1
4 4.9218750000e+00 5.0000000000e+00 4 69 68 3 2 -1 4 -1
4 6.3281250000e+00 5.0000000000e+00 5 70 69 4 3 -1 5 -1
4 7.7343750000e+00 5.0000000000e+00 6 71 70 5 4 -1 6 -1
4 9.1406250000e+00 5.0000000000e+00 7 72 71 6 5 -1 7 -1
4 1.0546875000e+01 5.0000000000e+00 8 73 72 7 6 -1 8 -1
4 1.1953125000e+01 5.0000000000e+00 9 74 73 8 7 -1 9 -1
4 1.3359375000e+01 5.0000000000e+00 10 75 74 9 8 -1 10 -1
4 1.4765625000e+01 5.0000000000e+00 11 76 75 10 9 -1 11 -1
4 1.6171875000e+01 5.0000000000e+00 12 77 76 11 10 -1 12 -1
4 1.7578125000e+01 5.0000000000e+00 13 78 77 12 11 -1 13 -1
4 1.8984375000e+01 5.0000000000e+00 14 79 78 13 12 -1 14 -1
4 2.0390625000e+01 5.0000000000e+00 15 80 79 14 13 -1 15 -1
4 2.1796875000e+01 5.0000000000e+00 16 81 80 15 14 -1 16 -1
4 2.3203125000e+01 5.0000000000e+00 17 82 81 16 15 -1 17 -1
4 2.4609375000e+01 5.0000000000e+00 18 83 82 17 16 -1 18 -1
4 2.6015625000e+01 5.0000000000e+00 19 84 83 18 17 -1 19 -1
4 2.7421875000e+01 5.0000000000e+00 20 85 84 19 18 -1 20 -1
4 2.8828125000e+01 5.0000000000e+00 21 86 85 20 19 -1 21 -1
4 3.0234375000e+01 5.0000000000e+00 22 87 86 21 20 -1 22 -1
4 3.1640625000e+01 5.0000000000e+00 23 88 87 22 21 -1 23 -1
4 3.3046875000e+01 5.0000000000e+00 24 89 88 23 22 -1 24 -1
4 3.4453125000e+01 5.0000000000e+00 25 90 89 24 23 -1 25 -1
4 3.5859375000e+01 5.0000000000e+00 26 91 90 25 24 -1 26 -1
4 3.7265625000e+01 5.0000000000e+00 27 92 91 26 25 -1 27 -1
4 3.8671875000e+01 5.0000000000e+00 28 93 92 27 26 -1 28 -1
4 4.0078125000e+01 5.0000000000e+00 29 94 93 28 27 -1 29 -1
4 4.1484375000e+01 5.0000000000e+00 30 95 94 29 28 -1 30 -1
4 4.2890625000e+01 5.0000000000e+00 31 96 95 30 29 -1 31 -1
4 4.4296875000e+01 5.0000000000e+00 32 97 96 31 30 -1 32 -1
4 4.5703125000e+01 5.0000000000e+00 33 98 97 32 31 -1 33 -1
4 4.7109375000e+01 5.0000000000e+00 34 99 98 33 32 -1 34 -1
4 4.8515625000e+01 5.0000000000e+00 35 100 99 34 33 -1 35 -1
4 4.9921875000e+01 5.0000000000e+00 36 101 100 35 34 -1 36 -1
4 5.1328125000e+01 5.0000000000e+00 37 102 101 36 35 -1 37 -1
4 5.2734375000e+01 5.0000000000e+00 38 103 102 37 36 -1 38 -1
4 5.4140625000e+01 5.0000000000e+00 39 104 103 38 37 -1 39 -1
4 5.5546875000e+01 5.0000000000e+00 40 105 104 39 38 -1 40 -1
4 5.6953125000e+01 5.0000000000e+00 41 106 105 40 39 -1 41 -1
4 5.8359375000e+01 5.0000000000e+00 42 107 106 41 40 -1 42 -1
4 5.9765625000e+01 5.0000000000e+00 43 108 107 42 41 -1 43 -1
4 6.1171875000e+01 5.0000000000e+00 44 109 108 43 42 -1 44 -1
4 6.2578125000e+01 5.0000000000e+00 45 110 109 44 43 -1 45 -1
4 6.3984375000e+01 5.0000000000e+00 46 111 110 45 44 -1 46 -1
4 6.5390625000e+01 5.0000000000e+00 47 112 111 46 45 -1 47 -1
4 6.6796875000e+01 5.0000000000e+00 48 113 112 47 46 -1 48 -1
4 6.8203125000e+01 5.0000000000e+00 49 114 113 48 47 -1 49 -1
4 6.9609375000e+01 5.0000000000e+00 50 115 114 49 48 -1 50 -1
4 7.1015625000e+01 5.0000000000e+00 51 116 115 50 49 -1 51 -1
4 7.2421875000e+01 5.0000000000e+00 52 117 116 51 50 -1 52 -1
4 7.3828125000e+01 5.0000000000e+00 53 118 117 52 51 -1 53 -1
4 7.5234375000e+01 5.0000000000e+00 54 119 118 53 52 -1 54 -1
4 7.6640625000e+01 5.0000000000e+00 55 120 119 54 53 -1 55 -1
4 7.8046875000e+01 5.0000000000e+00 56 121 120 55 54 -1 56 -1
4 7.9453125000e+01 5.0000000000e+00 57 122 121 56 55 -1 57 -1
4 8.0859375000e+01 5.0000000000e+00 58 123 122 57 56 -1 58 -1
4 8.2265625000e+01 5.0000000000e+00 59 124 123 58 57 -1 59 -1
4 8.3671875000e+01 5.0000000000e+00 60 125 124 59 58 -1 60 -1
4 8.5078125000e+01 5.0000000000e+00 61 126 125 60 59 -1 61 -1
4 8.6484375000e+01 5.0000000000e+00 62 127 126 61 60 -1 62 -1
4 8.7890625000e+01 5.0000000000e+00 63 128 127 62 61 -1 63 -1
4 8.9296875000e+01 5.0000000000e+00 64 129 128 63 62 -1 -1 -1
