4 1.2500000000e+02 1.2500000000e+02 1 42 41 0 -1 -1 1 -1
4 3.7500000000e+02 1.2500000000e+02 2 43 42 1 0 -1 2 -1
4 6.2500000000e+02 1.2500000000e+02 3 44 43 2 1 -1 3 -1
4 8.7500000000e+02 1.2500000000e+02 4 45 44 3 2 -1 4 -1
4 1.1250000000e+03 1.2500000000e+02 5 46 45 4 3 -1 5 -1
4 1.3750000000e+03 1.2500000000e+02 6 47 46 5 4 -1 6 -1
4 1.6250000000e+03 1.2500000000e+02 7 48 47 6 5 -1 7 -1
4 1.8750000000e+03 1.2500000000e+02 8 49 48 7 6 -1 8 -1
4 2.1250000000e+03 1.2500000000e+02 9 50 49 8 7 -1 9 -1
4 2.3750000000e+03 1.2500000000e+02 10 51 50 9 8 -1 10 -1
4 2.6250000000e+03 1.2500000000e+02 11 52 51 10 9 -1 11 -1
4 2.8750000000e+03 1.2500000000e+02 12 53 52 11 10 -1 12 -1
4 3.1250000000e+03 1.2500000000e+02 13 54 53 12 11 -1 13 -1
4 3.3750000000e+03 1.2500000000e+02 14 55 54 13 12 -1 14 -1
4 3.6250000000e+03 1.2500000000e+02 15 56 55 14 13 -1 15 -1
4 3.8750000000e+03 1.2500000000e+02 16 57 56 15 14 -1 16 -1
4 4.1250000000e+03 1.2500000000e+02 17 58 57 16 15 -1 17 -1
4 4.3750000000e+03 1.2500000000e+02 18 59 58 17 16 -1 18 -1
4 4.6250000000e+03 1.2500000000e+02 19 60 59 18 17 -1 19 -1
4 4.8750000000e+03 1.2500000000e+02 20 61 60 19 18 -1 20 -1
4 5.1250000000e+03 1.2500000000e+02 21 62 61 20 19 -1 21 -1
4 5.3750000000e+03 1.2500000000e+02 22 63 62 21 20 -1 22 -1
4 5.6250000000e+03 1.2500000000e+02 23 64 63 22 21 -1 23 -1
4 5.8750000000e+03 1.2500000000e+02 24 65 64 23 22 -1 24 -1
4 6.1250000000e+03 1.2500000000e+02 25 66 65 24 23 -1 25 -1
4 6.3750000000e+03 1.2500000000e+02 26 67 66 25 24 -1 26 -1
4 6.6250000000e+03 1.2500000000e+02 27 68 67 26 25 -1 27 -1
4 6.8750000000e+03 1.2500000000e+02 28 69 68 27 26 -1 28 -1
4 7.1250000000e+03 1.2500000000e+02 29 70 69 28 27 -1 29 -1
4 7.3750000000e+03 1.2500000000e+02 30 71 70 29 28 -1 30 -1
4 7.6250000000e+03 1.2500000000e+02 31 72 71 30 29 -1 31 -1
4 7.8750000000e+03 1.2500000000e+02 32 73 72 31 30 -1 32 -1
4 8.1250000000e+03 1.2500000000e+02 33 74 73 32 31 -1 33 -1
4 8.3750000000e+03 1.2500000000e+02 34 75 74 33 32 -1 34 -1
4 8.6250000000e+03 1.2500000000e+02 35 76 75 34 33 -1 35 -1
4 8.8750000000e+03 1.2500000000e+02 36 77 76 35 34 -1 36 -1
4 9.1250000000e+03 1.2500000000e+02 37 78 77 36 35 -1 37 -1
4 9.3750000000e+03 1.2500000000e+02 38 79 78 37 36 -1 38 -1
4 9.6250000000e+03 1.2500000000e+02 39 80 79 38 37 -1 39 -1
4 9.8750000000e+03 1.2500000000e+02 40 81 80 39 38 -1 -1 -1
